pipeline,readout,contrast,bird_id,panel_count,mean_contribution,sign
perch,centroid,B_minus_C,vs84262,12,0.40896418396418394,positive
perch,centroid,B_minus_C,vz29416,12,0.64682539682539686,positive
perch,centroid,B_minus_C,vz29510,12,0.85593443057211183,positive
perch,centroid,B_minus_C,vz30799,12,0.95643547273982055,positive
perch,centroid,B_minus_C,vz31403,12,0.43154298872689673,positive
perch,centroid,B_minus_C,vz31410,12,0.69122471858169787,positive
perch,centroid,B_minus_C,vz31466,12,0.087315462315462333,positive
perch,centroid,B_minus_C,vz31728,12,0.34723741171109596,positive
perch,centroid,B_minus_C,vz31742,12,0.25165404040404044,positive
perch,centroid,B_minus_C,vz31749,12,0.75377851924391159,positive
perch,centroid,B_minus_C,vz31866,12,0.22470691145226751,positive
perch,centroid,B_minus_C,vz31906,12,0.71263365913623034,positive
perch,centroid,B_minus_C,vz32978,12,0.94101454101454085,positive
perch,centroid,B_minus_C,vz33158,12,0.4326217813003832,positive
perch,centroid,B_minus_C,vz33280,12,0.63609022556390971,positive
perch,centroid,B_minus_C,vz33342,12,0.48829889084761646,positive
perch,centroid,B_minus_C,vz33544,12,0.69729895147851817,positive
perch,centroid,B_minus_C,vz33661,12,0.60737133949088828,positive
perch,centroid,B_minus_C,vz33688,12,0.24195462260477732,positive
perch,centroid,B_minus_C,vz33691,12,0.21831549541099074,positive
perch,centroid,B_minus_C,vz33700,12,0.81499022152445455,positive
perch,centroid,B_minus_C,vz33851,12,0.71462681243382997,positive
perch,centroid,B_minus_C,vz33887,12,0.6714103039305277,positive
perch,centroid,B_minus_C,vz33890,12,0.86254809843015723,positive
perch,centroid,B_minus_C,vz33899,12,0.6928472145138812,positive
